70 70 9
70 75 9
70 80 9
70 85 9
70 90 9
70 95 9
70 100 9
70 105 9
70 110 9
70 115 9
70 120 9
70 125 9
70 130 9
70 135 9
70 140 9
70 145 9
70 150 9
70 155 9
70 160 9
70 165 9
70 170 9
70 175 9
70 180 9
75 70 9
75 75 9
75 80 9
75 85 9
75 90 9
75 95 9
75 100 9
75 105 9
75 110 9
75 115 9
75 120 9
75 125 9
75 130 9
75 135 9
75 140 9
75 145 9
75 150 9
75 155 9
75 160 9
75 165 9
75 170 9
75 175 9
75 180 9
80 70 9
80 75 9
80 80 9
80 85 9
80 90 9
80 95 9
80 100 9
80 105 9
80 110 9
80 115 9
80 120 9
80 125 9
80 130 9
80 135 9
80 140 9
80 145 9
80 150 9
80 155 9
80 160 9
80 165 9
80 170 9
80 175 9
80 180 9
85 70 9
85 75 9
85 80 9
85 85 9
85 90 9
85 95 9
85 100 9
85 105 9
85 110 9
85 115 9
85 120 9
85 125 9
85 130 9
85 135 9
85 140 9
85 145 9
85 150 9
85 155 9
85 160 9
85 165 9
85 170 9
85 175 9
85 180 9
90 70 9
90 75 9
90 80 9
90 85 9
90 90 9
90 95 9
90 100 9
90 105 9
90 110 9
90 115 9
90 120 9
90 125 9
90 130 9
90 135 9
90 140 9
90 145 9
90 150 9
90 155 9
90 160 9
90 165 9
90 170 9
90 175 9
90 180 9
95 70 9
95 75 9
95 80 9
95 85 9
95 90 9
95 95 9
95 100 9
95 105 9
95 110 9
95 115 9
95 120 9
95 125 9
95 130 9
95 135 9
95 140 9
95 145 9
95 150 9
95 155 9
95 160 9
95 165 9
95 170 9
95 175 9
95 180 9
100 70 9
100 75 9
100 80 9
100 85 9
100 90 9
100 95 9
100 100 9
100 105 9
100 110 9
100 115 9
100 120 9
100 125 9
100 130 9
100 135 9
100 140 9
100 145 9
100 150 9
100 155 9
100 160 9
100 165 9
100 170 9
100 175 9
100 180 9
105 70 9
105 75 9
105 80 9
105 85 9
105 90 9
105 95 9
105 100 9
105 105 9
105 110 9
105 115 9
105 120 9
105 125 9
105 130 9
105 135 9
105 140 9
105 145 9
105 150 9
105 155 9
105 160 9
105 165 9
105 170 9
105 175 9
105 180 9
110 70 9
110 75 9
110 80 9
110 85 9
110 90 9
110 95 9
110 100 9
110 105 9
110 110 9
110 115 9
110 120 9
110 125 9
110 130 9
110 135 9
110 140 9
110 145 9
110 150 9
110 155 9
110 160 9
110 165 9
110 170 9
110 175 9
110 180 9
115 70 9
115 75 9
115 80 9
115 85 9
115 90 9
115 95 9
115 100 9
115 105 9
115 110 9
115 115 9
115 120 9
115 125 9
115 130 9
115 135 9
115 140 9
115 145 9
115 150 9
115 155 9
115 160 9
115 165 9
115 170 9
115 175 9
115 180 9
120 70 9
120 75 9
120 80 9
120 85 9
120 90 9
120 95 9
120 100 9
120 105 9
120 110 9
120 115 9
120 120 9
120 125 9
120 130 9
120 135 9
120 140 9
120 145 9
120 150 9
120 155 9
120 160 9
120 165 9
120 170 9
120 175 9
120 180 9
125 70 9
125 75 9
125 80 9
125 85 9
125 90 9
125 95 9
125 100 9
125 105 9
125 110 9
125 115 9
125 120 9
125 125 9
125 130 9
125 135 9
125 140 9
125 145 9
125 150 9
125 155 9
125 160 9
125 165 9
125 170 9
125 175 9
125 180 9
130 70 9
130 75 9
130 80 9
130 85 9
130 90 9
130 95 9
130 100 9
130 105 9
130 110 9
130 115 9
130 120 9
130 125 9
130 130 9
130 135 9
130 140 9
130 145 9
130 150 9
130 155 9
130 160 9
130 165 9
130 170 9
130 175 9
130 180 9
135 70 9
135 75 9
135 80 9
135 85 9
135 90 9
135 95 9
135 100 9
135 105 9
135 110 9
135 115 9
135 120 9
135 125 9
135 130 9
135 135 9
135 140 9
135 145 9
135 150 9
135 155 9
135 160 9
135 165 9
135 170 9
135 175 9
135 180 9
140 70 9
140 75 9
140 80 9
140 85 9
140 90 9
140 95 9
140 100 9
140 105 9
140 110 9
140 115 9
140 120 9
140 125 9
140 130 9
140 135 9
140 140 9
140 145 9
140 150 9
140 155 9
140 160 9
140 165 9
140 170 9
140 175 9
140 180 9
145 70 9
145 75 9
145 80 9
145 85 9
145 90 9
145 95 9
145 100 9
145 105 9
145 110 9
145 115 9
145 120 9
145 125 9
145 130 9
145 135 9
145 140 9
145 145 9
145 150 9
145 155 9
145 160 9
145 165 9
145 170 9
145 175 9
145 180 9
150 70 9
150 75 9
150 80 9
150 85 9
150 90 9
150 95 9
150 100 9
150 105 9
150 110 9
150 115 9
150 120 9
150 125 9
150 130 9
150 135 9
150 140 9
150 145 9
150 150 9
150 155 9
150 160 9
150 165 9
150 170 9
150 175 9
150 180 9
155 70 9
155 75 9
155 80 9
155 85 9
155 90 9
155 95 9
155 100 9
155 105 9
155 110 9
155 115 9
155 120 9
155 125 9
155 130 9
155 135 9
155 140 9
155 145 9
155 150 9
155 155 9
155 160 9
155 165 9
155 170 9
155 175 9
155 180 9
160 70 9
160 75 9
160 80 9
160 85 9
160 90 9
160 95 9
160 100 9
160 105 9
160 110 9
160 115 9
160 120 9
160 125 9
160 130 9
160 135 9
160 140 9
160 145 9
160 150 9
160 155 9
160 160 9
160 165 9
160 170 9
160 175 9
160 180 9
165 70 9
165 75 9
165 80 9
165 85 9
165 90 9
165 95 9
165 100 9
165 105 9
165 110 9
165 115 9
165 120 9
165 125 9
165 130 9
165 135 9
165 140 9
165 145 9
165 150 9
165 155 9
165 160 9
165 165 9
165 170 9
165 175 9
165 180 9
170 70 9
170 75 9
170 80 9
170 85 9
170 90 9
170 95 9
170 100 9
170 105 9
170 110 9
170 115 9
170 120 9
170 125 9
170 130 9
170 135 9
170 140 9
170 145 9
170 150 9
170 155 9
170 160 9
170 165 9
170 170 9
170 175 9
170 180 9
175 70 9
175 75 9
175 80 9
175 85 9
175 90 9
175 95 9
175 100 9
175 105 9
175 110 9
175 115 9
175 120 9
175 125 9
175 130 9
175 135 9
175 140 9
175 145 9
175 150 9
175 155 9
175 160 9
175 165 9
175 170 9
175 175 9
175 180 9
180 70 9
180 75 9
180 80 9
180 85 9
180 90 9
180 95 9
180 100 9
180 105 9
180 110 9
180 115 9
180 120 9
180 125 9
180 130 9
180 135 9
180 140 9
180 145 9
180 150 9
180 155 9
180 160 9
180 165 9
180 170 9
180 175 9
180 180 9
